,id,sentence,price,quality,environment,service,other
4039,2547,once i visited this place for dinner and got to know that they serve very few options for dinner buffet ,,Negative,,,
4040,2547,dinner buffet is usually for their resident guests and it cost around 700 per person ,,,,,
4041,2547,though you can enjoy a la carte ,,Positive,,,
4042,2547,restaurant also have full bar available ,,,,Positive,
4043,2547,every day 4pm to 8pm is happy hour ,,,,,Positive
4044,2547,zomato gold option is not available ,,,,Negative,
4045,2548,hmmm,,,,,
4046,2549,having heard a lot of hype surrounding this place  and the 4 5 rating on zomato  it was on my wishlist for ages  but i was always skeptical of the taste  being too authentic and a totally new cuisine ,,,,,Neutral
4047,2549,the former proved to be true  and was the primary reason i didn t have a very pleasing dinner ,,Negative,,,
4048,2549,it s a small and cute little diner like cafe  with minimalistic and soothing interiors ,,,Positive,,
4049,2549,the sour smell of fermentation was nauseating initially  but i got used to it in just a few minutes ,,Neutral,,,
4050,2549,some room freshener would do the trick ,,,,,
4051,2549,the items are priced very cheap  i had high expectations  but only to learn later the portions are just too small ,Positive,Negative,,,
4052,2549,we had     spicy drums of heaven  140 5    the only thing i could properly finish ,,Neutral,,,
4053,2549,a typical batter fried chicken ,,,,,
4054,2549,almost south indian and spicy in taste  but the coating was too thick ,,Neutral,,,
4055,2549,  chicken succulent yakitori  130    3 skewers with tiny chicken chunks  spring onion stem and a sesame seed drizzle ,,,,,
4056,2549,texture was good  but taste  average ,,Neutral,,,
4057,2549,sticky barbeque sauce coating it felt like ,,,,,
4058,2549,  chicken momos  130 5    standard  good amount of filling  with a very pungent ginger flavor ,,Positive,,,
4059,2549,the coating was thick too ,,Positive,,,
4060,2549,chilli chutney served alongside was not too spicy  and went well with the momos ,,Positive,,,
4061,2549,  bosam  170    it was my first time trying pork belly  and i can t really judge  but it felt fatty and gooey ,,Negative,,,
4062,2549,the pieces were drenched in grease ,,Negative,,,
4063,2549,served with spicy kimchi which i loved ,,Positive,,,
4064,2549,  chicken ramyum noodles  180    big bowl of noodles  what looked like maggi but was only a close resemblance ,,Neutral,,,
4065,2549,scarce chicken pieces  undercooked  dry and hard noodles  and overall a very bland taste ,,Negative,,,
4066,2549,  naga steam fish  250    this was the thing causing the smell in the restaurant ,,,Negative,,
4067,2549,and i couldn t tolerate it ,,Negative,,,
4068,2549,a very very pungent and strong odor ,,Negative,,,
4069,2549,the fish had a great texture and was steamed to perfection ,,Positive,,,
4070,2549,served with steamed white rice ,,,,,
4071,2549,whatever i mentioned about the food  was just my impression  and maybe because it was the first time trying out this new cuisine  i didn t really like it ,,Positive,,,
4072,2549,however  one thing that was disappointing was the service ,,,,Negative,
4073,2549,it was slow and just took ages ,,,,Negative,
4074,2549,once the food arrived  it was fine but again the bill took more than 20 minutes ,,Neutral,,Negative,
4075,2549,as many others have already said  i guess  the strong point of this place is their pork preparations  and i would recommend this place purely for that ,,Positive,,,
4076,2549,an elaborate menu with lots of options  priced well ,Positive,,,,
4077,2549,here s my overall score  food   3 5 5  not judging what i tried first time don t know about  ambience   4 5  get a room freshener  ,,,Negative,,
4078,2549,service   3 5 vfm   4 5,,,,Positive,
4079,2550,this place is a roadside burger joint ,,Positive,,,
4080,2550,their million way burger is a must try ,,Positive,,,
4081,2550,the chicken is grilled freshly in charcoal and is juicy  tender in texture ,,Positive,,,
4082,2551,this place is quite close to our office  but still instead of going  me and my colleagues generally order from zomato ,,,Positive,,
4083,2551,i have tried a number of their dishes  but the only one thing that stands out is their being hungry special chicken biryani ,,Positive,,,
4084,2551,my father has a restaurant in delhi  and he ensures that whenever i m travelling to delhi  i get that biryani for him from hyderabad ,,Positive,,,
4085,2551,so that s the level of love my family has for this biryani ,,Positive,,,
4086,2551,do try it out ,,Positive,,,
4087,2551,p s ,,,,,
4088,2551,you guys may check out my instagram page for interesting food feeds  simbas sister,,Positive,,,
4089,2552,really impressed with the food and buffet price and good ambience ,Positive,Positive,Positive,,
4090,2552,especially fish starter and fruit pudding and else ,,Positive,,,
4091,2552,looking forward to visit again,,Positive,,,
4092,2553,buffet is good  though expensive ,Negative,Positive,,,
4093,2553,great service and well spread food range ,,Positive,,Positive,
4094,2553,decent ambience ,,,Neutral,,
4095,2553,especially try out their sunday brunch or special buffets during festival time ,,Positive,,,
4096,2554,cold coffee here is really good with the wiped cream ,,Positive,,,
4097,2554,didn t expect the garlic bread with corn be so good ,,Positive,,,
4098,2554,better than many places ,,Positive,,,
4099,2554,next time will be trying waffle for which this place is more known  have been at other branches ,,Positive,,,
4100,2555,ambiance was good here ,,,Positive,,
4101,2555,veg sizzlers we ordered are not upto the mark ,,Negative,,,
4102,2555,it can be improved more ,,Negative,,,
4103,2555,service was also very slow ,,,,Negative,
4104,2555,over all it s ok for one time visit ,,Neutral,,,
4105,2556,vegetarian options in this place were really good  buffet has some good options  special mention to panasa kaya curry  not so many options in dessert  overall a decent place easily to locate,,Neutral,Neutral,,
4106,2557,10downingstreet is known for it s wonderful ambience ,,,Positive,,
4107,2557,their in house brew is awesome ,,,Positive,,
4108,2557,one of my all time favourites is the mushroom added  shepherd s pie  ,,Positive,,,
4109,2557,if you want to chill with your gang on a cool sunday evening  the outdoor rooftop bar will be the place ,,,Positive,,
4110,2557,they also have a cozy dance floor space ,,,Positive,,
4111,2558,food   4 ambiance   4 service   4 pocket pinch   around 9k for 9 people with 6 zomato golds and around 15 starters ,Neutral,,,,
4112,2558,i went in a group of 9 people on a thursday night and the place was pretty empty ,,,Negative,,
4113,2558,they were playing nice funky music and the ambiance was really nice ,,,Positive,,
4114,2558,the service was fine like any other party place had and the taste of food was also decent ,,Neutral,,Neutral,
4115,2558,even though we were 9 people  they allowed us to use 6 zomato golds and i really appreciate it    the corn and cheese triangles were awesome ,,Positive,,,
4116,2558,the food was served really hot and the place would be fun when there is right crowd ,,Negative,Negative,,
4117,2558,overall  a good experience ,,Positive,,,
4118,2559,man this place ,,,,,Neutral
4119,2559,hyperlocal is one of the go to places when you have no plans but wanna go to some place to chill  eat and drink ,,Positive,Positive,,
4120,2559,the food is served in matte black plates which is my favourite part ,,Positive,,,
4121,2559,we tried almost everything on the menu  perks of zomato gold  and nothing really was a disappointment ,,Negative,,,
4122,2559,the place looks amazing and has a cost feel ,,,Positive,,
4123,2559,they have a setup on the balcony from where the view is just amazing ,,,Positive,,
4124,2560,soups  had tomato soup and sweet corn veg soup  both especially the tomato soup along with tiny breadsticks was delicious ,,Positive,,,
4125,2560,starters  ordered crispy corn chilli pepper and paneer papdi kebab ,,,,,
4126,2560,was very much disappointed with the quantity they gave ,,Negative,,,
4127,2560,we only get 4 pieces of paneer papdi kebab ,,Negative,,,
4128,2560,it was crispy and tasty but could ve used a little more spice ,,Neutral,,,
4129,2560,the crispy corn being crispy corn tasted wonderful ,,Positive,,,
4130,2560,main course  ordered paneer tikka biryani  and butter naan along with kaju paneer ,,,,,
4131,2560,the butter naan and the curry were decent but the paneer tikka biryani was the best paneer biryani i ve ever tasted ,,Positive,,,
4132,2560,the paneer pieces were soft and creamy and the rice had a rich taste to it ,,Positive,,,
4133,2560,though the biryani could ve used a little more spice  it tasted great ,,Negative,,,
4134,2560,ambiance   service  this is an evening place for sure and we visited there for lunch ,,,Neutral,,
4135,2560,so couldn t really comment on that but whatever we could see looked very good ,,,Positive,,
4136,2560,one complaint was that our seats were directly beside a bare glass and we got scorched in the sun for 40 mins before we could get a table away from it ,,,Negative,,
4137,2560,avoid the seats beside the glass during afternoon hours ,,,Negative,,
4138,2560,the service was a little late but the staff was friendly ,,,,Neutral,
4139,2560,kudos to that ,,,,,
4140,2560,p s ,,,,,
4141,2560,the only thing stopping me from giving a 3 star is that biryani and those soups ,,Negative,,,
4142,2560,loved them so much that i couldn t give them a 3 ,,Positive,,,
