,sentence,price,quality,environment,service,other
4239,food service ambiance nothing stood out for me,0,1,1,1,0
4240,met friends here for dinner and wasn t impressed,0,0,0,0,0
4241,food is ok spread is average,0,1,0,0,0
4242,service is good but thats expected not exceptional,0,0,0,1,0
4243,most disappointing was the setup,0,0,1,0,0
4244,very average considering its a above average priced and a hotel restaurant,1,0,0,0,0
4245,easily avoidable,0,0,0,0,1
4246,good,0,0,0,0,1
4247,staffs were polite,0,0,0,1,0
4248,cafe is cute and small,0,0,1,0,0
4249,very cozy and comfy,0,0,1,0,0
4250,good for catching up with friends and date sort of,0,0,0,0,1
4251,a little over price,1,0,0,0,0
4252,could have better food menu,0,0,0,1,0
4253,these stars are just for the food and drinks,0,1,0,0,0
4254,i just don t like the service and attitude of the staff or rather just our luck that we encountered the same person twice,0,0,0,1,0
4255,almost threw the order on the table when prepared,0,0,0,1,0
4256,even the food he served was without any accompaniments that were supposed to be there,0,1,0,0,0
4257,drinks are good food is ok zero stars for the service,0,1,0,1,0
4258,visited on christmas eve,0,0,0,0,0
4259,i must say overall ambience is good,0,0,1,0,0
4260,but buffet desert menu is limited and cost of the buffet must be updated on online zomato menu,0,0,0,1,0
4261,i e online mentioned rate 999 taxes which is actually 1200 taxes,1,0,0,0,0
4262,great taste but not worth it,0,1,0,0,0
4263,there is not place for dinning,0,0,0,0,1
4264,open all night,0,0,0,0,0
4265,fresh,0,0,0,0,1
4266,can come with friends but not dinning as said,0,1,0,0,0
4267,was full of cheese,0,1,0,0,0
4268,it s not mandi full,0,1,0,0,0
4269,being a foodie and going for a buffet is like craving for a lump sum treat,0,0,0,0,0
4270,but the restaurant has disappointed,0,0,0,0,1
4271,1,0,0,0,0,0
4272,ambience and service was great,0,0,1,1,0
4273,2,0,0,0,0,0
4274,we went for buffet firstly the starters weren t that good at taste,0,1,0,0,0
4275,common panner kebab type of starter corn chicken veg kebab,0,0,0,0,0
4276,well none o them weren t good as having them twice,0,1,0,0,0
4277,3,0,0,0,0,0
4278,main course was a disaster very few choices that too of rare vegetables and less eaten,0,1,0,0,0
4279,no panner the main dish rice items weren t good,0,1,0,0,0
4280,skipped and went to the desert section,0,0,0,0,0
4281,4,0,0,0,0,0
4282,desserts was like stabbing a dead man,0,1,0,0,0
4283,nothing exciting only the ice cream was good,0,1,0,0,0
4284,overall it is expensive and less satisfying,1,0,0,0,1
4285,if you are hungry and looking for a buffet please skip this one,0,0,0,0,1
4286,i have received one gulab jamun only wherever i ordered for 2 apart from this food is good,0,1,0,1,0
4287,went with family on saturday nov 3rd,0,0,0,0,0
4288,only one more table was occupied so was worried about the place,0,0,0,0,0
4289,we were seated very quickly and food order taken quickly and served within reasonable time,0,0,0,1,0
4290,food was okay not that great taste the chicken wings were good though,0,1,0,0,0
4291,choice of non veg soups limited to 4 types and only 2 of them were available that time,0,1,0,0,0
4292,chicken quesadillas didn t taste like a quesadilla,0,1,0,0,0
4293,it was like some chicken pieces wrapped in a roti,0,1,0,0,0
4294,there is nothing compelling to visit this place the second time,0,0,0,0,1
4295,food was mediocre and had to wait an hour just to get the starters,0,1,0,1,0
4296,a rooftop devoid of a view,0,0,1,0,0
4297,only good thing about the place was the dance floor,0,0,1,0,0
4298,had ordered veg lasagna and enchilada for home delivery,0,0,0,0,0
4299,the lasagna was good but after taste wad not that great,0,1,0,0,0
4300,enchilada was more like an indian preparation,0,1,0,0,0
4301,could be better,0,0,0,0,1
4302,over the moon name is not matching with ambience,0,0,1,0,0
4303,there is no roof top seating for this brewery,0,0,1,0,0
4304,outside seating was just average atleast the same ambience can be in the second are third floor,0,0,1,0,0
4305,service was very quick and fast,0,0,0,1,0
4306,because there is no other brewery in surroundings we can visit to this place,0,0,0,0,0
4307,went there for dinner,0,0,0,0,0
4308,tried chicken mandi and double ka meetha,0,0,0,0,0
4309,quantity of mandi was good for two,0,1,0,0,0
4310,double ka meetha was average,0,1,0,0,0
4311,ambience and service was ok but could have given 4 stars if the ac could have been a little high and service a little fast,0,0,1,1,0
4312,i also feel they should also take care of the taste of dishes as there are so many good competitors around,0,0,0,0,0
4313,atoneplaceonline com,0,0,0,0,0
4314,authentic biriyani,0,1,0,0,0
4315,must try the platters,0,1,0,0,0
4316,its an old and good brand,0,0,0,0,1
4317,the service is not up to the mark given their confidence that people will come no matter how they treat customers,0,0,0,1,0
4318,the food will cool you down even if their behavior is not good,0,1,0,0,0
4319,overall okay experience,0,0,0,0,1
4320,marsala food company is an alright place to have a quick lunch if you don t want to travel far from work,0,0,0,0,1
4321,we ordered a mutton biryani and literally had to tug the mutton pieces apart they were really hard,0,1,0,0,0
4322,the food is fine and doesn t actually reach the fine dining standards the restaurant boats of,0,1,0,0,0
4323,the place could use better service and food quality,0,1,0,1,0
4324,overall not a bad place to have a meal,0,0,0,0,1
4325,i visited this place for a lunch buffet recently,0,0,0,0,0
4326,they have wide spread of starters main course veg pizza pasta on table and huge variety of deserts,0,1,0,0,0
4327,food taste was ok but nothing different,0,1,0,0,0
4328,they have only butter naan and tandoori roti,0,0,0,0,0
4329,too spicy parathas though they were good but they can make it less spicier it would be better,0,1,0,0,0
4330,food is ok ok special chicken biriyani was the only good item,0,1,0,0,0
4331,tandoori roti was burnt after we asked for replacement we got slightly uncooked one,0,1,0,0,0
4332,i wouldn t suggest this place for north indian cusine,0,0,0,0,1
4333,ambience is average,0,0,1,0,0
4334,there are mosquitoes not very clean,0,1,0,0,0
4335,service time is quick,0,0,0,1,0
4336,it was an ok ok place ambiance was quite ok every item in the menu was costly and the sizzler was also not upto the mark serving was a bit slow and preparation time was high more or less it was not a fine dining experience,1,1,1,1,0
4337,just ok ok,0,0,0,0,1
4338,visited this place for a weekend chilling,0,0,0,0,0
4339,we called and asked for a dance floor but after we entered there was no designated dance floor and mostly stags dancing,0,0,1,0,0
4340,our girls were uncomfortable and didn t enjoy much,0,0,0,0,1
4341,maybe a couple s section in dance floor will be good,0,0,1,0,0
4342,food was good and service is decent,0,1,0,1,0
4343,nice and relaxed ambience i won t mind chilling here for some time but that s it,0,0,1,0,0
4344,food is very average and the service is ok hazelnut cold coffee is something you can try,0,1,0,1,0
4345,my friend gave his birthday treat here,0,0,0,0,0
4346,we opted for the buffet going on there,0,0,0,0,0
4347,buffet was not that great,0,1,0,0,0
4348,buffet had one chicken starter one vegetarian starter one main course we opted for non vegetarian option choice of roti biryani and gilab jamun,0,0,0,0,0
4349,the ambiance was great,0,0,1,0,0
4350,we clicked alot of pictures there,0,0,1,0,0
4351,it was fun overall,0,0,0,0,1
4352,everytime i go to this place i ve experienced different experience,0,0,0,0,0
4353,the staff is fine but i didn t like the dj,0,0,0,1,0
4354,only once i have enjoyed a lot with good music out of 5 times,0,0,0,1,0
4355,a heart cup is far better than this,0,1,0,0,0
4356,it s only ok,0,0,0,0,1
4357,good location and menu at first it seemed like an ordinary place but had a good feel to it according to food the prices are quite high not like the ingredients are imported,1,1,1,0,0
4358,food was decent and so were the drinks over an average experience,0,1,0,0,0
4359,curd rice not good,0,1,0,0,0
4360,went there for my husband s birthday,0,0,0,0,0
4361,we ordered fish and chips and basa fillet,0,0,0,0,0
4362,in both the dishes the fish were not served fresh,0,1,0,0,0
4363,service was not that great either as it was the busy hour and only one server was seen trying to serve everyone,0,0,0,1,0
4364,ambience is excellent as one side of the hotel is the botanical garden and the other part is the hi tech city,0,0,1,0,0
4365,a beautiful contrast,0,0,1,0,0
4366,food 2 service 3 ambience 5 will i visit the place next time,0,1,1,1,0
4367,yeah may be for the ambience and no fish dish,0,1,1,0,0
4368,nice,0,0,0,0,1
4369,litti choka chicken litti choka is the dish which one should go for in this place,0,1,0,0,0
4370,it drags me here every time and mesmerizes my taste buds,0,1,0,0,0
4371,a plate of it will full ones stomach,0,1,0,0,0
4372,taste is quite good,0,1,0,0,0
4373,quantity is sufficient,0,1,0,0,0
4374,have not tried other dishes but would love to try them too,0,0,0,0,0
4375,a little understaffed when i visited on a friday evening and while the food lived up to its usual great standards i was kind of bummed out that all of their salads and their spinach and mushroom dumplings were unavailable,0,1,0,0,0
4376,i have not been able to order a salad in the 4 or 5 times i have been here,0,1,0,0,0
4377,kudos to the team for their effort nonetheless,0,0,0,1,0
4378,i know it was a busy night for a small 2 person service team,0,0,0,1,0
4379,the box that came with the ice cream is harmful to open,0,0,0,0,0
4380,it cut my fingers,0,0,0,0,0
4381,just saying,0,0,0,0,0
4382,please pack a little less sharp lids next time,0,0,0,1,0
4383,the restaurant and food was good we planned for buffet but unfortunately there was no buffet serving on friday s that thing i was not knowing,0,1,1,0,0
4384,they should mention about the buffet serving days,0,0,0,1,0
4385,food was good biryani not up to the mark,0,1,0,0,0
4386,this place has a good ambiance and is a treat for people wanting to take pictures but that s about it,0,0,1,0,0
4387,went on a sunday and there was no crowd at all,0,0,0,0,0
4388,the ac was literally non functional which made it uncomfortable considering the heat outside,0,0,1,0,0
4389,the service was on the slower side and the mocktails were underwhelming,0,0,0,1,0
4390,starters were brought to the table and while they tasted good the pace of refills needed to improve,0,1,0,0,0
4391,i honestly liked the veg biriyani and the schezwan fried rice from the main course,0,1,0,0,0
4392,the stone ice cream in the desserts section was worth a mention and that s about it,0,1,0,0,0
4393,it s expensive factoring in the food and service you get,1,0,0,0,0
4394,these guys need to pull up their socks if they want really survive in a competitive environment,0,0,0,0,1
4395,could give it a try for the ambiance though,0,0,1,0,0
4396,reservation was confirmed on the phone multiple times as i was hosting a group of 20 people but we didn t have a table when we reached,0,0,0,1,0
4397,i was told that i spoke to one employee but the other employee didn t know so its not his responsibility,0,0,0,1,0
4398,i however contacted the hotel so not sure how i am supposed to inform all employees for a simple reservation,0,0,0,1,0
4399,it was quite an inconvenience because the whole group was made to stand for 15 mins and wait and move tables as well,0,0,0,1,0
4400,the staff was not apologetic either so we were quite disappointed,0,0,0,1,0
4401,this was a corporate booking with colleagues so we would not have expected this to happen,0,0,0,0,0
